Real	Imaginary
409746e0	c06def20
406a3000	c00fedc0
40d99ed0	40d7ca10
c047e180	c0ef0e90
bfec3000	c0bd9ca0
3e1be600	40c87480
c0501520	c0820460
3fd60440	c06014e0
3fcb5880	40bc0e50
c060ae60	3f0ff380
c0a5b990	40328440
c10d8308	bfbe0f80
c03e8740	3f595080
410b4bc0	40f77850
3fa4acc0	3e88e900
3f04a200	bd1c5000
bee9b600	bf379580
3fd38980	c0a9f9b0
406733c0	406dc3e0
c0f282b0	405f7ea0
c0d05220	3f41c780
c043e8a0	c0b31d30
4025a780	bf67da00
40092040	c0ca4160
bf3e7780	bf506600
c02e3300	407fe960
40b83b10	3ed7fc00
3e629e00	c03bd4a0
c03b3d00	becbf800
3fa7e580	bfaffc40
3ff1b580	408cc0a0
bf5f8780	c0ab7460
3eccb200	407f4260
3edcbc00	c0d33610
403c1040	4006d4e0
4034c580	4030a820
bff5dd40	3f8e8e00
bfe05200	bfbc8040
c01ed300	41195a08
40c82b90	3fbba080
c015c3e0	3f8acf40
bfb11a40	bfb89e80
4081a920	c10b1c50
c0a68490	be96b400
c0ac14b0	c0c830c0
3f9af280	4007f800
40d3b820	40795840
c04be8e0	40a35560
c0404360	bfc673c0
4023dee0	c0297580
bfa23840	c060e000
c1063070	3ef99700
bf54d900	c0545d80
c0be2b70	3f842400
bfbe1c00	bf5fb280
3f341d80	c1058170
bc2ea000	c1027d80
befe2600	400dba60
3fb1bfc0	c04b1b80
c0bbf720	40e55150
3f3bb480	c01c6760
c1071978	c0923ec0
bf70a580	c00ffae0
3fe56b80	c1005738
bffdabc0	40d16170
3f20e600	3f280f00
c0bcfb50	c0828990
bfb1f600	409efca0
3fbde700	c093df30
405a3a60	c06116a0
3fc7c780	4040fd60
c0200860	3f1df280
bf9f28c0	c020a2a0
bff84ac0	408ac920
bf2a3800	c07ae980
3f160b80	3fa86ec0
c12fa108	c00c2a60
c06da1c0	3ee0f400
40485440	3facbbc0
4098f870	40a86230
3f2af380	c118fb88
c1162df8	3d806000
4003b780	4085cec0
c0f47860	408109c0
402fdea0	40c13650
bd0f2800	40d11030
bf0ede80	c01ebf80
c0a963e0	c0461060
c0cd9d60	bff90700
c0ffab10	c0c16ad0
400325a0	3fd34ec0
3fb92f80	bfc53d40
c0062900	c0fc93a0
c0e76010	c0bd1c60
40065cc0	bf3b1680
be92e100	3e3a2200
3d89c400	4045efa0
3f7e3e80	beb5c100
bea89000	c061fe20
40913430	c015c060
3ea9aa00	3f961680
c0a446f0	bb9c0000
40698520	4026ee20
c0a677d0	c08ee490
3fb81780	bfd0dd80
4039c3c0	c10a40e8
3f478700	bfd39e00
c01bfa60	40a90f50
4060d340	40016a00
40737aa0	c0216980
408f79f0	3f888780
c058d320	4104a220
3ec50b00	c0a6c1b0
c080ac30	c017bb20
3f08f680	4091f510
407621c0	40deed50
403ef7c0	c0c109e0
c0c48490	bf9bbac0
40c29550	beef5900
3dc35400	4016c5a0
40cb61e0	3fcf4740
c0c33860	bf505480
bf468d80	c081ac30
406518e0	40d2c3a0
3f9ab640	c0129060
3fa01a80	40308b80
409ca830	3edeea00
c0fb96c0	c10bcdc0
4049ff40	bda65c00
3f024380	3eb0d500
404e2800	bf95f440
3f29ba80	c02bd6a0
bffcc180	40bede00
3f615b80	4071cc60
c0b44c30	410341a8
c0572f20	3faf99c0
408064e0	405724a0
3f66e880	3fa31000
c080b650	3d0cc000
3d471000	406ba620
403d0580	3f3fbf80
408f2ad0	bf7c0e00
3edba300	3e702200
40e45580	bf0ebd80
c0b26ba0	4053da00
40cf4f80	408dbaa0
bfc8b000	bfdeaf80
c127ec20	3f9f6800
3bbe4000	3fc09bc0
3faee2c0	c02b7b60
c0301ca0	bfe80700
c0b087f0	40520ba0
c0a5bb80	c097c450
c08b15a0	401dc2c0
c0893cb0	bfbdc000
40ad9420	4061bde0
c0100a40	be8aee00
c0531f80	bf051980
be3cb000	bfcf7c80
bf8b4d40	3ff5db80
4048d4c0	be8de500
c0824240	40c4c840
beb92c00	408309d0
c01c0dc0	c0bcf7c0
bf59c600	403b3620
c02f7860	3da23c00
c0caba40	c047fd40
3fd5db40	c04b9ae0
3eedba00	40535300
40a4db40	407c7300
bf442000	41739f38
c074de60	3f8340c0
c0c90920	c0a12780
3fd245c0	3fd3a8c0
bf601b80	bfebc780
bf93eac0	c0dd5420
3f6e7c80	40c224f0
405d8780	bfd77fc0
c0121100	bfd542c0
bbd7c000	4055b980
4055eaa0	c04f5700
c062d540	410326c0
c1075630	3f5d3500
3f2bf800	400e4620
c00fb460	c0203e20
3f075b00	40ab8050
c05ee540	402a96e0
3fab7940	c0917300
40a89010	bfb35240
c0e43190	c0afe1c0
402982a0	3f688e80
c0b4d2d0	c01421e0
bfe8cf00	3fd753c0
3fe5f440	400dca00
c00a8be0	bff52140
c0a04c60	408aa260
3fc7ab00	3fab6780
3f28bf00	3e8f7b00
bf65f980	bfec6600
bfae7d80	c08cf7b0
3f3bd200	3eae8f00
c0dc58f0	403c9cc0
c069f880	c071e3c0
c0a2f5a0	bfbc3540
4060ebc0	c024f2a0
c061d6a0	bfb37380
c0b34440	bde84800
bfdf3c80	409888b0
409a6140	c096fe40
3fd9eac0	40cc51d0
c08bdd50	c07d9520
c0c24140	c022b680
402aa1c0	40dc0590
3ee3da00	3ffa0300
3fbee5c0	3ed7ca00
c1244800	c039c660
c0671e40	be8f3c00
bfb29900	c0661980
4087a650	bf73eb80
c0ee6100	c098f9c0
3f9d6240	c0627960
c09380c0	bf86a540
40a31460	4015a360
c0bcdce0	c0253260
bf854180	bf687500
40eac050	c0933e70
3f47c780	3f725b80
3f545380	c017ed80
c0857430	40362300
c0d52520	4063c960
41059610	c1151758
3eee6400	c04e0b40
c03ed4a0	40c9dc60
c09e25f0	c0958290
4006d1c0	c0607580
c091b500	bf867380
40c4b2c0	bfc746c0
3c9e0000	3e447c00
bfacca80	bfbb4a80
c0e9dc90	befc2200
bfcc4f80	40541740
c0a77190	3ffc2f00
c00e2160	3e8f2b00
c0c42e50	40808b10
40388300	408f5630
c0525f40	c0787f60
40871670	405748e0
c08d3660	408ac8d0
c0975510	40161e80
3e92af00	40e4b1d0
bddb4400	40c95190
c0aa39b0	40f2dab0
4013d000	40a375d0
bfd9f940	c09c5f90
3f31fa00	bf711500
3fad9780	405d6000
c0391920	c0133b40
3f21e280	bf885080
40cc91b0	3efe6d00
c0a37bf0	be0e6e00
c0be8390	bde6a000
3e50a600	40b3d980
c04cc660	40a3e500
c0d304c0	c0c00290
bfe18700	407923c0
3eb9df00	c04c53a0
bffcca40	bf58ee00
c04004a0	40bd6ee0
bfe9a4c0	403a83c0
3f849100	c01a5740
bec56600	3fd4c540
c0bea260	c03dec00
c0bb4080	c081e640
c02225a0	c08e4460
3fa88ec0	beabc000
c0f25ae0	c0db10b0
3fcad3c0	403e3e60
bfc432c0	3ef68b00
4059d720	c066cc80
bfc89900	406b53c0
c08d7730	3f9538c0
be791400	40fb3d00
3f3d0380	bfa7f780
402d4980	bfa60dc0
40e05c20	3f95ef40
bec91000	40a0b350
c0af8be0	bf586400
c047d660	c05ab040
bf9b65c0	40359080
3e4b9800	c04d1ca0
c095b840	bf17f080
c095e330	c01752c0
40c8b820	40a40d80
c0999390	40090400
4002af00	c06e87c0
bed30200	3f9ca0c0
41054bd8	c0b23c50
40c9f1d0	3eb6dc00
4082d330	bf4d8280
40024f60	c096dbb0
c06b7d80	c05efde0
c0d07f50	bff38d00
be2fd200	3f668280
40217a00	c010b0e0
3fff1440	40213960
c011fb40	c0827440
3f13a800	40df7fa0
c081d970	c034d480
c12e40f0	c0869950
be338000	c023f1a0
40a61a70	3f3dc280
40099d00	40f0b7f0
c0de9f40	c108ca40
3fccb000	3f6d3a00
3eff2700	3f462300
3e9b2800	c09578c0
3fdb0080	c09d6b00
bfc0ecc0	bfc019c0
c04e7d40	40bf12f0
40ab19d0	bf040e80
c0816240	c08b4000
bfa0e780	c060a560
c061a480	4100f9a0
3ed8ee00	c0619ce0
3d8f4400	c001c8c0
bfc25c80	3f895a80
bf90f700	3e24f800
c0e6d060	c026be20
40ddc760	40838200
3ec4b800	bec7d500
3ec1d900	40862440
c02c2a40	c11d4330
3e4e1600	409d6260
bdfc1800	bfcff680
3f77fc00	40dfb920
c0619240	c0b88360
c0b740e0	c04ae7a0
c0ae53c0	c0f02e60
c0022660	c086ff30
404d1fe0	bf6d0400
c0378e00	c096d4d0
c07110c0	404301a0
407ff6c0	41057990
c094d3b0	3f962000
40a397a0	bf0d9c80
be98ea00	3efae000
40a11180	c04fc320
3ea1fd00	c00483e0
3ffeb500	c07a5bc0
c0944460	be5ba800
3ec2b000	c10e3820
bf2d9680	bfad2b00
40141be0	40d4b9e0
3ee28300	bfacaf80
bfde1140	bfe873c0
beb8c000	3febb3c0
bf933d40	c0863a10
c03ece80	bdb96800
c0c7b8f0	c0ab01c0
3f8d6200	c06a4480
408bc790	bf602900
bf04a500	3eee7300
40e2b2a0	bfbefa00
c03c5f00	c0b58760
3f931ac0	c0c3e350
c03cf740	c11eb1f0
3e617200	c0517f20
bed59600	3fade940
c0639460	407b8a80
bf818a80	c0a5dcc0
408e4e00	bf603c00
4108a2a0	3fa98900
c0858ac0	3f179380
c0123d00	c00e3a20
408c4ac0	402b1320
bfc888c0	408c5440
408902c0	3fe22d80
c0f3d3a0	3df0bc00
407d0c40	bf7a2b80
c094d790	40a60120
3f8519c0	3ff7fb80
c0275740	c05cbca0
bebea600	4053c1e0
c0384e00	c0360420
3f602280	c02c6ac0
c0f09480	c1086f88
407545e0	3f133100
c09edd50	c0553ce0
3e54ca00	3fb4cbc0
3ec0eb00	3f9b7b00
c0b32320	4083abc0
4060c460	be190800
c0d37560	409bbee0
c090d930	4006d2e0
408d35a0	3f80d800
40300840	40c844b0
bfde2200	3ffa8480
c1109840	407faf00
3f19e180	bf3c5800
401adac0	3f794a80
40b79fc0	c08e8fa0
3ff8e580	c01b20e0
3fa83040	bfc5c180
c0f06580	bf3adc80
40816fc0	beaf9000
c0509bc0	c0483920
3fc70980	40f43890
c080ecc0	3f597280
410640c0	3f8ab9c0
403c5320	c08e6820
4074e5e0	40ff04f0
c0af59f0	bfc9a080
c09efb30	40f4c9c0
c09b6b00	405e8e80
40ccf8b0	c051e8c0
405800a0	3f3cf400
407a4080	c0138980
c01f4600	4084def0
bed67d00	c06489e0
c0736060	bf774480
c0e19150	3f4a1100
3df7a400	3f1ac680
407f3b60	c0064660
c01c48e0	c0a14300
3f666c80	c00e9aa0
3e0f7e00	3f837b00
bee0c700	bf629880
c0c27cd0	40b515f0
40089620	3d917800
c09212e0	40050b60
bf7f3d00	c0829240
be994100	c012f320
40c1a470	c00cc980
3e653200	c0364860
c007e040	3fa8fe40
c00223c0	3f2bd580
bfdf9e00	c00328c0
bdff1400	3ed94b00
40471b40	407b4c60
c0bc8d40	3fe65500
401463e0	40857b30
c0925990	3f64c280
403207a0	3fbd1640
3eadca00	bff9ef40
c019b2e0	c00333a0
40363560	bf319380
c095c4c0	c0ca2eb0
403583a0	bf6b1400
40aaf890	405a73a0
bf050200	4096a470
c0c0de80	3fe8fe80
be05d800	c04affa0
405eaa80	3fb25480
c0aa4230	bfc11800
3fc4ad00	40889ac0
bfa2ea40	405c41a0
3f845d40	3e229600
40b2aa90	c11d54b0
bf0dc480	40d35bd0
bfaad640	bf1a3d00
bef96500	4088cf30
be836200	407da320
40ed2cf0	3fd485c0
3f4c4f80	bfe45480
3f8d9d80	411b9398
c00155e0	404e9980
3fd45a00	3f4bf680
4066b660	40244e00
3f0dc200	c0503aa0
c07a26e0	c0d3b4a0
bff86880	4029bb00
c0d3ad50	bfddc040
3f5e4980	412b42d8
bfa1ed80	400f8d40
bf0eac00	c04c1c20
c0af9480	3f844c80
409bbd10	bfae9500
c082a740	40ba4220
402960e0	bf96d880
c083fe00	409d25f0
3f1a8200	40c7de70
c0e90e80	3d88ec00
3f5c5280	3ffa5300
c008c1a0	405d86c0
40223960	40d20310
c0061820	c044e860
406750e0	c02eef60
40a4a220	c0142b80
3fed6400	40780880
bf4bd700	405b0dc0
c03c00c0	402eb540
c09d1240	3e467000
c0982cf0	40563440
3f0f5980	c0180aa0
be8dea00	bf72ff80
c00cc6a0	bfc31d00
3ec32f00	bf10bb80
c0546880	c01f6b60
bfbc2b00	40a112a0
3f31ae00	bf86f480
3ef08700	408eb830
c06b9e60	c0edde40
3ff00440	c02e1280
bfae6dc0	c078c920
40aa6110	bfbc7680
c0e42bd0	c028c460
408b9e40	c070dfc0
3fca1540	403cd6c0
be494800	c02c5640
bfeaf080	40bda910
4118c450	3e81c300
3f9a4500	bff43ec0
c074c4c0	411c5c38
c130dd50	3f365100
3f590200	bef07600
3f7c5a00	bc768000
3f5ac180	bd04b800
c00b5b80	4088ab30
40b43150	bf863d00
3ed01200	bfa89300
c03560c0	400c0c60
bf1a4a00	41163508
c02f4a00	c0c433f0
c0512fe0	c00c49c0
400014e0	bee88400
c01ba600	bd8b3400
3f235400	bf974f80
40b0e1b0	3f9c4ec0
c0747a20	406444a0
c0aee280	c1090a08
bfc5f400	3e995400
c0083fa0	c00c4cc0
408c8ae0	c0a545c0
c0656400	bdbf9800
bfc649c0	c05595a0
3f96c540	4099fe30
409a02f0	bfd86000
c03590a0	bec9d500
3f711800	3f9cd600
3f8d9f40	40c63df0
409a5d00	bfd43180
3fc58640	bfea3ec0
40064aa0	40916e40
c08fec30	c0799ea0
bf17b080	3fe5f4c0
c0de2030	402853a0
c0cc1230	403c0500
4041b860	4051a840
c0928990	3f0f7e80
40e728f0	3f9af040
404c68c0	bffd3000
409304e0	3f39a500
3eaf7600	40318600
408a38b0	c036b480
c0720840	40288140
3f853f00	be3c8400
40cd3290	bfaf5800
3fe90200	c1034d08
41190fe0	be66ea00
c01bca20	405adb20
c02edde0	c0c20750
c0c4bf50	c0b147c0
3fb311c0	40a7fff0
bfce7d80	c0f33d30
bf892140	3e3ffc00
406d7e20	c0b17500
c07a0060	40a0ce50
c11d83a8	bf22b880
c0957060	bf151a80
c05a4520	40d9d930
c0c00c80	bf3af000
c0bba950	40a709f0
40b2ffb0	4003da40
3f95f140	3ed82700
c08bb0c0	4081fe30
3fa64700	c0c009a0
40cdf390	40d1b690
c04218a0	400326c0
4041a000	c082ab20
bf8d2ec0	3f01af00
40a97990	be939400
3f33b900	be3a4200
c0ee53d0	c0547300
40bfea80	3ec66e00
408d7fc0	4044e640
c076ccc0	c0068000
40588300	be9c5200
3ec71100	c02a9c40
c01a6840	bf914440
c0ba05c0	c0df23b0
c0197da0	c0370560
3f4edb80	bfee3440
412ae7c8	c0609420
be98bc00	bf2d7c00
3e5e6c00	40b72ca0
c037b6e0	40a76700
40a09b50	be4a9e00
c0370600	41037e98
c05d23c0	40011220
c0ac7ab0	bf3fbb80
400a6320	40b87cc0
3ebf6d00	3f608800
be3b7200	bfbe7c80
3e4e9e00	402b0300
41078f68	bf89e340
3f6e1280	c047b9c0
40595aa0	3f164c80
3fed1080	408ea910
3dea8800	bf918280
4106fee0	400f6700
bf885880	bfff0a00
c0d94cd0	c0b04410
406a7900	40e3d340
bd92d400	c0eaf080
c08811e0	3fd7a600
bf6ed980	c04da400
408ff8b0	c03173c0
3cc02000	c0752700
3f876740	40986a00
c098c150	3fad00c0
bfb1cd40	bfe45380
c0b9f750	3dd1e800
c0ec6fa0	bfb3cd80
bf3ffa80	400a2be0
3ff43d40	bfd70600
be6ac800	c00d1f60
3f872880	c005e480
bf896e80	400b1a80
bec19d00	c0096e60
bf7acb80	3fe07d80
bf5c1600	4040a9e0
c0758640	c054e2c0
c023e460	41007240
c08812d0	3fd61080
3f4b2500	bfa60880
40e1ebf0	bf9bc9c0
c016c7e0	40d941d0
40646f20	c1295cc0
bfab0c00	4074ca00
3f006e80	404a38c0
4023c240	40948f60
408a4960	40659820
c089ec00	c0a4a610
3eb87800	3f100300
3ed52800	bed9ad00
c0549620	c022ec20
bffb9b80	c078b7a0
bfa1d5c0	bfd55400
3f097c80	c005b9c0
c0442a80	bfb5c780
3fc45a80	4096bd00
c090e420	3f390e80
be303c00	c0467da0
404d8900	c0aeb860
bf447300	3f35a380
40514e40	c0764b60
bf9ccc40	c0ed6620
c0d4abe0	3fcba3c0
40ca5b60	407ecc80
c1004360	c034cd20
3f6e5200	40c45b90
c0b5a7c0	bf95cf80
c06b7ba0	40db92c0
3f88a8c0	40bc6280
3e6c1200	40ea65f0
c017bdc0	403a1dc0
408d4940	3fdcfd40
40961a10	bffed0c0
40f694a0	4093bf60
40492e80	40c833d0
3fc49a80	40a7e5e0
3fe6d380	bec5e000
bfa4d440	bfdafc80
bfd2acc0	40914670
3f8e21c0	3fc119c0
bfcf71c0	bf1dc600
40fa54a0	40b85ae0
4005d6e0	40beee10
3f3d2800	c0949020
bf64f300	3ee78f00
c05b27c0	c00a1740
c111f9a0	405ccf60
400c1720	3ed18400
c086a3d0	40979b50
c0df3710	c04843c0
c108c0b8	bd096000
3fe6c740	c02867c0
3fcc1280	c0350340
c0eff050	bf1d3780
3fc12a40	40c84f90
c04d1440	bffcac80
404ecee0	4097e6d0
40af3940	4093d320
40f0d2e0	3ee68400
bec46500	40967060
c0370600	c07fd3e0
bf2a7f80	3ecd7800
bfff5d40	4092aae0
bf409c80	404051e0
c05e4d20	bfb0b480
40f241e0	c01e4100
3f17a800	c06e7ee0
40a18400	40973b50
bcb2a000	c0bf4350
bfa090c0	3e7f7600
c0644980	bd25f800
c02b5ea0	40164da0
40980300	c0337460
c09bb420	beb93000
bffd0e00	401d4240
40edbba0	c08fc6d0
c0252e20	bfa52fc0
3eb9d500	c04543a0
c0987840	c0188880
3fd882c0	bf913880
402323e0	c02c9420
40325de0	c0705f20
3fcd9900	bf8a8740
c0af4390	40b226e0
c1112d58	bf6c1a80
40d2ade0	bf8df180
40c71870	40290d60
3f889a80	c01a8160
c098cdd0	bfbdd480
402e75c0	40e98840
c0bcc580	c0a7e720
c005c860	3cb66000
c0a7c140	c014fc60
be665600	c0c294d0
c06274a0	c0230aa0
c0387340	407275c0
40b6e1c0	c01409c0
c0cfe6b0	4030f080
c126fe88	3f565400
40371140	40e5a220
c0a433c0	c1096a28
4071eba0	4054be80
3fb48b80	4053c1a0
c0118600	4022c640
c04572e0	c03736a0
bfb15580	400dc8a0
3f1dca00	40696240
40aea120	4019c4c0
c00b04e0	c076c040
40915da0	3fc47800
c0e201d0	3f0d5400
bd482800	401b4d00
c153f5e8	c0157e00
3ecf1500	c06f84c0
c0759020	c1059660
40884650	c0212320
bf173900	bf0e9b00
c004f820	c0af9d60
c03c0640	408ac290
401b6e80	4024a460
c0388420	40172fc0
401793a0	bf2ff700
bf2d8000	bf930900
400bb400	40d83d20
c1383440	c0dae2b0
3f99d000	c0896080
c0c53160	befa3400
3fc6e500	c1202580
c1389fd8	bf8487c0
c05664e0	405aed20
3f813e80	c0784760
403b7880	402e9860
3ee33b00	40898170
3f34ca00	4053bbc0
c0bfe760	c0564a60
40521500	bf684d00
c124c210	bf048080
c07f1840	3eb4f900
bf8c7680	be033800
c12ae290	4004c280
40613860	402985a0
3fdfca80	40815a10
4070f9e0	bfcfb880
3fc59e40	c04efd60
be862700	c0121000
3f859280	40c01c00
c083fb30	3ec30c00
bff12d80	c1078b38
3f831580	3f9ec040
c088f920	bed79a00
3fb8c080	c0a20760
407c9e20	c0c765e0
407538a0	bfbfc340
3fb33240	3ecb8800
be3b4e00	40498080
3eaf0d00	4092d210
bf9d5a40	c0ce8020
bfcfad40	40c0a800
c1189fd0	3f83bc40
40995700	c0684740
405bd620	c0563040
bf361580	4011a960
c0834030	c03c6b80
bf59a880	bff0a2c0
c08681e0	40513020
c01f3d60	c0084d80
bff2cc80	c1135bd8
c08cf6e0	40014600
c06d4ac0	4095c4a0
408858e0	c0121660
3e87f000	40aa96e0
c03e2360	406866e0
c01715c0	401eb820
4023a2c0	c09d5cc0
bebb4000	c06b7640
404267a0	bf32ba00
c099c520	bfc3bd40
bf7adf00	407b8120
3e9ffd00	bf1aba80
c1156528	c0beea00
c019e380	c005aa80
c096aa30	c0de6a30
beefd600	c009d2e0
3efeac00	40a07850
3f218c00	3e07a600
c00e0640	3fe673c0
c035d2e0	bfd7b140
bf8d1cc0	40a61600
bed78800	c0c01f90
c02f4f00	c0bff620
bd5d8800	4044e980
c0bdc5d0	c00a5820
40861c10	c036d3e0
40915300	bfc6b700
40827d80	4051d5e0
40991890	407edd60
bede4600	40048160
c060b040	409889d0
c0608380	40366a80
40650260	beb78000
c0b08ba0	bff12680
c0907500	3fcbad80
bec8da00	40268ca0
c072afe0	4122d220
c070a0e0	3fbb45c0
c0c5bc50	c0525ca0
3f97d080	bf8d6f00
beb4a800	40047040
c0ee31b0	c1014c78
3fee5980	3ff3be40
c03218e0	c06fd100
3faef940	4042d720
bec1ad00	c008f680
bf3fa580	3f8f7bc0
c0a7abd0	c06f7cc0
bf635180	bf862b40
3ffc8940	c0331460
3efcfc00	4038e6a0
c0fd4d60	401dd040
bfbdb740	41012978
c0d7c880	c07e9760
c03e6d80	4098a950
c0ded620	402363c0
4081c130	405547a0
3f93cfc0	40f35910
c0a7c3e0	40902bf0
c0531da0	407cf800
3fcd5300	c024e940
40e62400	40a35070
40881de0	3eee0400
4005cf40	3e2b5a00
4098af50	3f3d0100
c10396d8	bfd28540
3ea3e200	bf26d780
bfe12b00	40194100
3f97b240	40b7d8d0
c03afd20	c0704fc0
c0196d20	3f8dc500
c0c67c50	c07a9520
40a63660	3e03de00
c034d9c0	404599e0
40dd99e0	beae2100
bfbb92c0	c0b49860
bfe11f00	c08594a0
c01ce720	c07cef80
400d3960	c09b4160
bfb53900	c0253f00
40853e20	40199040
bfbc7fc0	412e02c8
bf912a00	3f812040
c0b5bad0	4015b700
3f14ff80	3f661500
3fe3f000	410f3200
c0bb41c0	3fb5b3c0
be9d7600	3fa84dc0
401cb200	c08022a0
c04c6860	408c4ce0
41123368	4062c8a0
3fb41280	4034ffc0
c08e1600	401cbf40
40a4b860	3fb81ac0
408e4920	3ed8ed00
c012cb00	4007fc80
c05c7e40	c0b30380
c09ac9d0	40908130
3e34be00	c084eec0
bffcfc40	c114c000
402f14c0	c05d79e0
c0a07e10	3d7c2000
3fd26440	409eaa60
c111a850	4047f380
bf26d200	c0253e00
400ba440	4011fe60
bee09100	3fceeb40
c03ea540	c08b6210
4116fb20	40361b60
bfc3ef00	c0be5a70
c0c0e7a0	c0969730
401a5ec0	bee6fd00
c0b1f640	40dae190
c0d2cb80	bed3f400
40904be0	3da23c00
bf80c000	40dec500
c05de5e0	c00013a0
c07fa3a0	40595ea0
be238a00	c0989390
c0c8d410	40bec4f0
3f6c2200	bf5b4280
c04892e0	be9b1e00
4080b130	c0426860
3ecf8300	c058de60
bf230300	be764c00
bfb94100	c0eda0d0
c02daa20	40526560
40415c60	4107ec10
bf379c00	40d8c770
bd77d800	c0af7cb0
405cdbc0	3f438c00
bff96a00	c0c78580
c10f5570	405596e0
c01a5cc0	402a6f40
c0da3560	40f150d0
40a390c0	c09fd870
3f15e900	bf53c280
c128b1c8	bf59ed00
bfb19b80	41011eb0
c09e7780	bf8f75c0
c06fd720	4057b080
c0b403b0	4024ba00
40732e60	4011b280
c04be5e0	c076d680
404e9480	be24dc00
bf369680	3f6c7400
c0b8ba60	40541fc0
40750280	c08d6830
bf8a77c0	3f7a6980
c0c56eb0	c083cff0
bee07d00	c0076840
c0a2d600	3f885200
c07044e0	3fdcc400
c08fdb60	3fb6d940
c025a2e0	3f133780
bf55c080	3f269180
4000b880	3fc3f680
bfe031c0	3f679780
40b93510	3fa67340
40bd5450	bf335800
40aa3610	bfc62740
c03c8340	c0756c40
3f99a500	3fe9eb00
4089c020	4077c520
c04baf40	3f144600
3f5f0780	404b4340
c0ae3580	40d0e1e0
c0d263c0	bf76c800
be1ae800	bf4a3880
bf9d9f80	3ed07400
3f280800	bf86fb80
bf475680	c0675620
40c69f50	c0c18980
be78e000	c045b080
c0a741d0	c0a8ae40
c07d7be0	40e2ab80
3f5aa480	c0206580
3f710a00	c0700ee0
c03eb060	41106100
3d88d000	be9a1900
3fa7c680	bf2ba380
40746d80	3f058380
3ee35400	3edcbb00
c01392a0	40a0bfb0
412c8b78	402d38e0
3fa8a4c0	c038eb80
40638de0	3f69f500
c0ca7d20	3cc5c000
3f42c580	c013a500
bfcc1640	bf5a0200
3d565000	c1099610
400270e0	bf03d880
c04bd1c0	bea02600
3f927c40	c02cb2a0
4038a7e0	3fbf2100
c0b36d70	c10a5150
412037f8	c07f6c80
4011d8c0	40747620
41140468	c0e10420
bfadb800	3bf48000
3eb41200	c03edf40
bd8b3000	402569a0
c12f7e70	401f91a0
c06acea0	409d0bb0
3e21de00	c05b0320
3ea00100	404a77a0
bd8e0400	c02161c0
c0a229e0	3e9eb100
c0589d80	bf316d80
3df48800	c06d48e0
40687d60	bfd37700
bfdad100	409da420
407ce1e0	bff151c0
c09b0440	4098fec0
c0e93260	bf8b7b40
c08da5e0	40652fa0
40975090	3fcec140
c0a10900	bf6bde80
c0081d60	3facb740
c0a1c620	3e1ce400
c056adc0	41114f60
bfd97680	bf6df800
409cd3d0	c069c740
3ff2ad80	3e8b9000
c0caa640	c05de940
c0a0b9a0	bfd31240
bfabaa40	4101afd0
c0c7c370	3f746b00
400943c0	c0eab8a0
403c28c0	3e120000
c06967e0	c0a99620
3fff1f40	4061dd60
c03ec960	bfed4a80
bd820c00	bf6ade00
c0165940	c08d9cc0
3ff54500	c09947b0
be95a400	4009c300
404f0840	bf2c7880
bfa7e800	c10c0e78
bf711d00	c0c7c070
bee1dc00	40e6eb90
c08f7a50	3f9aa480
40257ca0	c0c8a5f0
405dd3e0	bfe4b240
bfebbc00	4012f3a0
40aad7c0	3f2f3700
bea3ae00	bf00dc80
3f572680	3cb68000
bf6fb600	c015bd40
3f031280	beb57900
bf58ac00	c060f300
4070af00	4001c0c0
be051800	c10311b8
3f7c5a80	c0d619d0
bf68b000	bf9a29c0
4049d5e0	401e6820
bf2c2e00	408b3b40
c0ba8460	40f9df60
c06622a0	c04c7000
3f382980	41013920
c09c53a0	c0b5f860
c0ef7140	be858700
c08590e0	c0e323e0
bfc65280	c0a5b540
c0758540	c0614420
403543e0	3f851e80
c021b220	3ff3c900
c0cd1800	411a9fb0
c0646980	c002c480
409744f0	c01fa320
c0218680	402dc560
40c5cde0	c08d5cc0
c000c540	bffb4800
c1136dc0	bfc8f040
bede2f00	40033860
3f982680	c0d05c80
c049e020	c0100d60
c02f49a0	402035a0
bfb8b900	40465a40
c0643820	408378e0
40376960	406a0de0
c10608f8	3f56bf00
c094f0e0	4001d6e0
c0228a20	c090a640
c0584e00	3e21a400
c009a300	bf57eb80
40912ee0	c059e0c0
bf417280	bf6b4600
bfa2e640	c0054f80
c1604220	c025f7a0
4141b610	c00762c0
3fec2280	3e02ac00
c02e6fa0	c0634360
40893ba0	40bea6a0
c0524b00	4031a960
40722a60	bf944480
be134800	3f1fcd00
c08495d0	bf4dca00
409e5be0	4042d820
c0327080	bfa53f00
400bcc80	c052ca60
c03e5620	4094fa70
c05f3a20	403b7040
c065dda0	3c064000
40193d20	bfa15f00
4069f820	c02d2400
c004f6c0	c03d5900
40530a20	4012f1a0
bf2c2780	bf821c80
c06a2ae0	3e8a6900
bfd19480	bfa83440
c1185448	40390180
bf238700	bf556600
bd029000	40006e00
bfe4ec00	40b6b1b0
3fe99900	3ea97100
409da7e0	c05b68c0
c007f780	c01f9580
c0223ec0	bf724600
40a788c0	bf975800
be8b0200	c07cfbc0
c052ab80	c01b5fe0
4015fe80	c0002480
be1c3000	40607f20
c02b44c0	bfddb240
bf163d80	bf976b40
404a4360	4002bb00
