Real	Imaginary
c0a1fe00	c029e120
3f856980	c0e7bd30
bfc9b000	40953080
bfaea3c0	bece1d00
c0d1a1d0	40f2af70
c0650fa0	4099df00
bffb7d00	41035838
c1054648	c0ba3a90
c0c67d90	4115fd78
4109da20	c03379e0
c1070238	40a66090
4020ab00	408d68c0
c0ca9300	404d9580
3ed0d500	bfbf95c0
c12954b8	40b861a0
c003f440	3ff0bf00
c01b4da0	bfb5bd00
41055ad0	40498d00
401055e0	405b0b60
c089f6c0	408571b0
c0908d00	3eea3f00
3fd638c0	3fe0db40
3f819c00	3f914b00
c009c860	c00a2240
bf3dc580	40f7e670
c0561f40	c0162220
c1193cb8	402bea40
402b84c0	40847ac0
c0948a20	400b8700
4052af00	be980300
c0694ce0	4102f808
3f6abe80	3fac7400
be070a00	3fd73ec0
402b9e40	bfbf9040
c11099d8	40b6e000
3f64ec00	c0acac70
c0b16060	3fcfce80
404436e0	c0b2c6f0
bf9b84c0	40373b80
40a3f640	bea19600
c05a99c0	40c8dc80
4072c780	3d82cc00
3ec64f00	bdc5c000
bfce9380	c004f2e0
bf10c580	4057c560
40ca2bb0	bdb71400
c0a1a560	bf006a00
3d5ef000	3fb7f8c0
c0e9b8a0	3ee0e400
c03f1c60	c00407e0
c0f88fb0	40b2ca70
40bd1470	c0bdf620
c05ae920	3f006100
40f3e0d0	3f1b7200
c07d67e0	4086cd50
3f5bc500	c07aee20
c04c26c0	c0ebffb0
c07fcb20	3ee4b100
3eeb8300	bec88c00
3e601c00	3efcbf00
c0743be0	4003b800
402b13c0	c090c930
40466760	408a98c0
408a0e70	40a1c190
c1101120	4088b9a0
401a0b00	bd3bc000
bed88e00	4011bd40
3fac6180	be8f4200
c04ddfa0	bf199a00
c0c3bb40	bf159080
c12b38a8	411443b8
403b17c0	40abb560
bf425800	bf88cbc0
40e7bc10	c040c420
c08d9a00	3fccd880
409dd1c0	be64ee00
c082b400	40d0f160
40917f90	41135470
c0b9d430	405ced00
bf9e5ac0	bf867a40
bfa63140	3dc13c00
400c3bc0	40bdda80
c0e39da0	409b9760
be732400	c0aedcb0
bf259a00	3e494000
401d4160	3f90eec0
c03b1160	bfc17280
c00120a0	be597800
c0d378d0	409993e0
bfc1ab40	40218ec0
c061a060	bfb50800
c0bbfde0	c08af2d0
c0b620e0	bf8febc0
bf24b180	408c9bb0
3e118c00	40a44b90
c06b4420	bf9e9140
3f8aac00	40cb0c10
be818c00	bfb76300
c0e117b0	3f282f00
410ceb40	3fa34d40
c1153c68	bfff1e80
4035b4e0	bf388280
c12a1620	407627a0
404b92e0	bf37e500
3d539800	40cb1620
bf24f100	404bc180
c11228e0	40a80440
c0ea8d50	c0292b80
4089b140	413cc5e8
3db0b000	bf73e100
c0ace9a0	406513e0
3fe750c0	3fbe8000
c0333760	4092aed0
c0a4bff0	406cff40
c0b758e0	bf67b480
c0b71370	4032eee0
bf809e40	3fd03200
4095aa80	c0c4f1a0
c0ca7490	40f7b480
c001dba0	bf3bba00
c1088580	40d3d280
40bdc740	c0550d80
c133ffa8	3f8d0280
bf9b9400	400fb7e0
c0dd4a30	405250e0
40c9f580	bed8c900
c1003cc0	404f3c60
bef5a200	c0a3f4a0
3f2e4a00	c01d03a0
409a8890	c08bab20
c0bd5f00	40541460
3f9b3240	bf550700
bfd31600	4107ebc8
4016fa40	4014bd80
c0179fa0	40397de0
3ba04000	401cb480
c13b68f0	40da4a30
c0085e40	c03b35c0
c03eed60	40386400
41018d18	bfbbfcc0
c0c85c40	40fc90f0
bf90d800	c08fecb0
bff6bd00	416182b8
c00343a0	bf52a500
c0ba6220	3e546a00
40970630	c10cc5c8
c05077e0	40e26460
bf711f00	bf8a27c0
bebf3300	bec20600
bf061900	3fc8f0c0
c1348ee8	41026508
3f2e0f80	c047fca0
c0cfbb00	410b6e68
bf203580	c08f3340
c0cf4710	40c89e00
bf42e380	40152300
bebadb00	3f8dcc40
3f10a200	c0a9f760
c12a48d8	bf33a800
3fd62480	409dc030
c0ec0c40	40c04a80
3f4afa00	c0362620
c09bf7b0	40fe8e50
bec18100	c08ae3d0
be931a00	c06b2600
c0295e60	bee97500
3fb498c0	3f372e80
40a9eb20	c01e82e0
c03c8320	410da990
3f99bd00	bfd6d000
bf18c800	41138488
3f1dcc00	c01dc8a0
c078ed20	402b49e0
c0b53240	bf8ecb80
c0a05060	40ba12f0
c077b580	40a7dc20
c03df140	beb67c00
40efc2a0	c053e940
c0795ce0	404b0300
3fada9c0	c0e55040
c12da8f8	408d6270
be79b000	40a9daf0
c0f71190	41207a00
403a5140	c0717f00
c106c6b8	40e6a9e0
409e7780	bf942200
c0815d60	c09a6c90
bfe73380	400ef0a0
bfd14cc0	40bc5650
3f958980	3feb4740
c0594be0	3fbb3540
bf1e4880	405da840
c128a810	bfb8ecc0
bfb3c700	c0818210
bff90a80	4096a030
c049f580	c10d1d78
c0194e00	4046c0c0
c04ac260	bf5efc00
c14d91d8	4070c620
c0d39970	c02a12e0
c0c55220	40820c50
bf448e00	3f5f1880
c0c17d80	4118a488
c0adaa50	3f74f000
c0033300	4098b160
40e5d6d0	40ca0ee0
c072d7e0	40dd0fc0
bd694800	bfc17340
c091cd10	4071e3e0
bef76600	c0bda720
beda5200	4097fc10
bf658e00	4051a240
c09fb610	be94f300
3fb00700	c091cde0
bf2eb780	bee6a300
402d0220	bf8c2e80
c0c7c730	3e3ace00
c01fde80	c07be300
c109a198	40c9afb0
41275d18	bf9ad480
c04d5880	40f5efb0
3ffeb380	40826b80
c0850f20	402cade0
c0903110	c0033ac0
bfc98d80	411b6558
c1112c38	40bf0a20
be766800	3f098d80
bfa49400	401bddc0
c1026d50	411cae88
41067df0	40aef350
c1395190	411c1e80
4004ec20	bf07b700
c01a6940	3fe0b3c0
3ef44500	3e96b100
c104e710	40ac9a40
bf95c640	bf85f400
c1300380	40ad63e0
4037f460	c0c92ed0
c151b9c8	3ea25c00
402db300	c02d8660
c0b92220	40c7c4e0
3fec3140	bf524f80
c0994aa0	4100a0e0
3f7b7d00	3f2a5700
c0b66300	411610a8
40c03a50	3f926780
c0012740	40c902a0
408966a0	c0525ce0
c1033648	409aa7c0
c08e0020	3e4d4800
bf40dc00	410380c8
40247060	40458d20
c0169f40	41277940
be8a7000	40d99f30
c04335a0	40adc7f0
c004e0c0	c0b36020
c0df4be0	41251688
3ed80900	4083a950
c0a28f40	40546fa0
40fa4600	c00a93a0
c0edf530	411995a0
c01dee80	3fd557c0
c12d4ae8	40aa1ea0
4017e060	bd1e9000
c0c7e880	40665b00
befd7000	c09194b0
c1263c38	408157e0
40854460	bfb53b40
c0a81850	41144fe8
bf7f9880	3dec0400
c0b7f0c0	411c13d8
3f8da380	406de040
c0abd9b0	40d3c240
400cfec0	4003c6a0
c0d85de0	415f0368
c0a062a0	4089d9c0
c12fd2d8	40a981b0
403f8780	bfac3740
c0b14a60	41631208
3eaf1900	408ba1e0
c0915a60	416a20a8
bec7fd00	c0af9200
c0cec6e0	4150a9f0
c0ada870	bfb240c0
c1427990	40e90b10
3eed3a00	c11a5b78
c1085700	4141e980
401e8d00	bfe1b680
c0bb8480	408025a0
40970170	c00f2480
c175bed0	41593470
3fd59280	408f8100
c14a38a0	409f7510
bff6b980	c011abc0
c11eafe0	41144640
3fa8b100	c08bef10
c012a980	40e01c20
404ee2a0	403ae7e0
c0f97b40	4102e890
40e83800	c0f3e890
c0ecb0f0	412806e0
3f9c3740	4040ece0
c1395d28	41031be0
3fdfaf40	c02aedc0
c12d2a08	41541028
4007d500	3fe6d280
c10ceb98	414e46e0
3f70b680	c0413c60
c1519e18	41601978
40b17100	bf88e3c0
bfe6a280	413fcee8
40aad340	3fe11f00
c12e6870	418063e0
3f07c100	40395f40
c0b30d90	414d2608
40caa980	c0944c70
c13991f0	410ceca8
bddf3000	3ef5a700
c0ab5970	40289a60
c0a0a5e0	3f162b80
c0a1cb60	4106c300
c0da3d70	bffa1100
c16a84b0	41169250
c02957e0	c069eec0
c100cf40	412333a0
40be64d0	c08913c0
c124f2a0	413ccef8
c1026238	4109f548
c0f41000	4117cfe8
3db78400	4046be40
c124eb80	41102b58
bf9c2ec0	bfc4ed00
c1204d50	405dd860
4103c8b8	bff28240
c05904a0	41548400
bf230900	c034b120
c199d004	416b94f8
bf53ed00	bf45f100
c0cfecc0	415ecb60
bf9fcf00	bf39ce00
c187dab8	41c98808
3e67aa00	3ff62cc0
c16417a0	41414768
c02c7d60	c0074080
c071bac0	4167c8e8
40402400	be611a00
c153e068	417b5ae8
bf953500	c06a9bc0
c0eb3000	40a7f6f0
bf0f6180	4062b0c0
c12d5218	416a7378
c02aa500	3f3e9280
c1371d28	410546b0
c0964b30	be67f400
c1487258	414b38f0
c0897580	4098b6b0
c1578548	418a5640
bfa82200	3fb78ac0
c1299968	417932c8
40a8b7b0	3e9f5d00
c0879ee0	416d13c8
3e3ff400	40fda420
c10d6680	41532b18
bfef6040	3f541e80
c120a450	414ae828
bf35bf00	c0b10440
c140fe70	416d9bf8
c078ab20	3ff93440
c16a6578	41704680
c0d75150	bcb70000
c12ba910	41872678
40a44a40	bf9f7a80
c14565c8	418d5810
3fb9aec0	3f159900
c0f5e7b0	417c5288
405bdbc0	c09bb8a0
c18c07fc	415d6c68
3f9cd4c0	40928390
c171e7a8	4176eae0
c05fbb60	3f9cd700
c10068e8	4160c360
40c6bd60	4030bb80
c19d6328	416d3228
c027bb40	c02eaec0
c192da00	41725e10
bf6a5e80	c08f1320
c14d05f0	418a1a04
3eac9400	c113aeb8
c15a3be8	415322c0
40a39ee0	bd9eec00
c153de50	41aa2350
3f3fdc80	40ed56b0
c13abe08	419b9bd0
3ec3f100	c0965500
c141ade0	4185c9b0
bf435f00	3f990880
c1640360	41e0dc18
4032bd60	be1a0600
c19accf8	41b772b8
40715e60	40b9be00
c1256c68	41b62ec0
400848a0	3ffb7180
c18785b8	41d206b4
be50aa00	3f99bfc0
c1c99be8	41e5aa38
40461b00	405d1ea0
c176d788	41d46eb4
c01792c0	c0345fe0
c1d15564	41d623cc
bfe2c2c0	4095ea60
c19a586c	41ee106c
c098bb50	bf0a5100
c1c13aec	41a5b154
4065d2a0	c05ef0a0
c1bf810c	41f91604
c09e57c0	40482160
c1e8aaa0	4203a440
3f924700	bf632800
c1c72ad4	41e6c5b8
c07e8840	3f3d1000
c1dcda68	41fe179c
407cbcc0	408b1460
c1c33f8c	42033958
bf9d81c0	3e401600
c1fab53c	421bad5e
404f0b40	c097bc30
c1d440f4	420525a6
408958c0	bfe5ce40
c20df950	42368798
3df65000	c0daff30
c211968a	42460d9c
c006bc40	c000f340
c1f51d8c	4250999c
3f75c480	408b3690
c221cfc8	425ad59a
c0bca7e0	401bf340
c24c5036	4289b61c
c02d10a0	3dd6e000
c23d79b2	42673700
40984890	c02f7e40
c25b458a	4293e395
3ccfe000	3efe0b00
c29a7709	4292eb82
3fe719c0	4097b2e0
c2b53039	42cae8dd
c03872a0	c0b63bd0
c30a0a6e	430bf1f2
bff77d40	c0172240
c3b5dd8c	438ca531
c08c8510	4030e180
4356fd5a	c355b03c
c37e8eba	43219252
43a85df3	43e280de
bec73d00	bf7ba380
c39c1ff9	c39d31f5
c37a1b82	432b8c3b
c337317d	43bcdb63
bdb3d400	41703b10
43ea4f18	c044ecc0
437c94d7	c322d4e0
4236bf36	c3180919
43a61367	43fb08c3
43129932	42c4b263
437cfb66	c321f2e4
c2903774	c33461da
c3a566f7	c3f7fa58
4255cab6	c2c2b4ac
c328b000	c37f56a6
c3e14670	43946404
3f648c00	40243f40
43b8c8c3	c2a941ed
437fad06	c3284f5c
411db038	c3d11483
c2a9a105	43ca1e11
c1bcd620	43b171c1
437e3c18	c3256318
c3b0f310	c2e04811
c3cf4aeb	c2ac8dbb
43a82d94	4354114c
4380d9df	c32142fc
42c17b26	c283d044
43d150a5	42b07674
c40580ad	41fff158
43200002	437ddc47
c37b956c	407d4180
3f044f00	4107bcb8
438e4698	c3c8dc51
c380cdb7	431e45a5
43de1e65	42efa779
c3cb8909	c2b3aaa1
c30fb62a	424355f2
437e5004	c3224b8a
c36f9046	c380933d
c3a35215	c3f849dc
c3861d93	c37201e6
c37a582c	43241648
c3752028	42b83df8
43cccd04	42bc2220
42ee8e35	433347b4
4320e4ca	437faf26
437d62e0	c243be2e
43f6e84d	c39f2f94
4322f870	42c3049a
437df726	c320f734
c2813491	c3b17bfe
c2b7c8f0	43cbd894
c382f072	43c1b319
4319c664	437e4aae
41b974cc	4368f526
42b8f1fa	c3cb9104
c2afa297	c32740ac
43210388	4377dc20
42fca642	c31a6568
43f73a7f	c39f439a
c3188461	4209ce50
43230598	437eeb8a
c2a7454e	c102e1d8
3f50fa80	40a65380
43a6a870	c390396d
431d56e6	4374abe4
43dc1245	c3fa7148
c2bd3532	43ca5a52
4298938e	4316c45a
431ac15c	43796c78
43e72ad2	c3ae4c77
c2c8c369	43c655f8
43ae09ee	4345ba0f
c31d5ed8	c37f7de6
4323aaee	43dc0478
40db8680	41295128
c35b4e06	c37cc212
43154792	437ea414
439dae4a	c3d5c2a4
42cef817	c3ca2b66
436e3006	43015b92
c313fd28	c37d4750
c1bdf9e0	435b5b16
439712c9	43f8a0ac
433705a4	438d8231
437939f9	c315ecda
431a08f2	43183eb8
41181f38	3f4f1a80
c32e1ef0	c3db0840
c378a69a	430ea54f
439c15c6	43aaf7e5
c0f72d10	bf80b2c0
41536ac8	c377160c
437d8fd8	c3105b5e
430b48c3	c3a522ab
43c8f655	42bad974
c321eb45	c3be95f8
c315ebc6	c378c9da
c38f57ac	c30c36de
43f723cb	c3983584
c31b7ee0	c396e887
c37a656a	43129e0c
438b6012	c29dadaf
c0deb680	40464d60
c3b04287	439c35a9
437d8aac	c31302b6
c404d926	c22a7d72
c107bf70	4004dbe0
43925923	c3e18b2e
c3166543	c3792dc5
c39b0e0a	c3a2cf63
c109b518	c0a15840
433a4654	43ae2b14
43710e02	c3127192
c2de1b89	c34b1e34
43f48bcc	c39021d0
c2f94bcf	c38cd4a2
c3750b84	43083236
42c1803c	c2d64f20
c2b78b0a	43c13427
c3235ec7	43aef52b
430f9094	436e2d8c
43a5541a	c0639640
c3c0f4aa	c2c18ca2
c3a9ecb8	c3509717
c36b9256	430dcef3
c1dc533c	4317e51e
c3917754	c3f63cf4
c33208d8	42dc2c60
43101b72	43718203
42f1a34c	c2b97dbc
c3903520	c3ee6f0f
c2916531	3fb2b2c0
4309faae	4373d5e0
437666e6	c34a0e98
c3f055f1	438fa945
4376e89c	c34a811c
c30f36d8	c3704ba4
c273eb22	c258244a
c3f20544	438e9bc1
431067f6	c34b5b1a
c30e3b12	c370890f
c2eeab69	c358b91a
c2c78e2a	43bd5d6e
c335404e	42c4f7c2
c372dcdc	430dac4c
42b08f89	43538442
43f01c0e	c38c21a8
431a53a4	40ba3aa0
c30e6094	c376d3d0
c302d6b3	430cf0d8
43eddf82	c38d4f0e
428149f6	4187f6ec
c30c28f8	c36b2416
c381fa7f	4396f185
42b9677f	c3b981cb
c23cc1cc	c3c10139
c36f6e64	43054074
43a3d779	c29cda30
3fed8780	c0c79810
c371ec6a	43040b08
c30e9c10	c3688004
c3f9c22b	4314d395
c3bf3b5b	c2c8f2d9
432eb2b8	437da71a
4368bb79	c307bae4
c294add8	c384d79c
c2c91ab0	43b9f830
c2c1a37b	43b7dfee
436accf7	c3088224
c3564c88	c36cf282
42b3cf8f	c3c07c7a
c3bd4958	43ab5a26
43089f42	43636382
c1b2e4ac	c2f7c06b
42b38ba3	c3bf08f5
c3b5dde0	43dd476c
4302ecf4	436791d7
c360257a	42cb5039
43b96be6	42af7a87
426e577c	43abd7ee
430de58e	43658c52
430da566	438d2f30
42ae2fa4	c3b68a21
434dba1c	c3103cfb
c30a3131	c36994b3
c363cb68	43beb08b
42b4dbc4	c3b686da
c319ad9e	c1ca21f4
430a6d08	43622f7a
4279eda0	4303b175
c2b7d648	43ba4998
c08a7860	c32a503f
4310f789	43630d43
43be92c5	c2f9daca
c3b87d82	c2b35ea0
c31a739e	c31f547c
c3097538	c3629bd6
c4080a77	4357c4e2
401b50e0	406a3040
427722f0	c2cc523c
430599f0	43618926
43333add	c318bc23
c38a5558	c3e4f8e9
42f7b681	c2be254f
c30cd140	c363dbdf
c387d4c5	43930184
42aae768	c3b374b2
c3459e06	c305b7ae
430958b8	4369aea2
bf5d8c00	3e6ee200
42ab0159	c3b49f0f
c30aa8f0	c3a700e7
43167f3c	4366491c
c29ecbbf	c3c227d0
43b8545c	42bd9670
435f7504	c38c1c91
c36847a4	430a808a
435bb6ac	c1812d6c
c38b9323	c3de9b5f
43275027	c333e7eb
c308e25c	c35ca1a2
c39dda13	c25ff6f4
c3b75806	c2a85615
42e78db4	418b9144
430cf7e7	436789d9
4393eb07	c3c1d3fa
42a6bbf8	c3b72fce
42f435dd	42330bea
c301c83a	c3615cfa
c3a252e1	41e215dc
43b090c9	42ac83d5
43248d2c	c248d23a
c35f0956	4309ff02
43431646	433599ee
bf479780	407f9700
42d1fe4e	4283e549
408f52f0	4008bec0
42a99085	4231063a
c03d3c80	bf809600
42901eee	420915f4
3f59b100	c108ecf8
4281249c	418b7990
3f857bc0	3fa71e80
425dd126	412904d0
bfea0800	3ff65ec0
42473332	41455cb0
c0579ac0	3fbe8f80
42246ed0	40b0afa0
bf1de780	bf45e280
42221892	c0a326d0
3fb6c880	c0083fa0
42341c38	40ee72c0
40e342c0	be963300
42158f6a	403b4680
40ef56c0	3fc88680
41ee3d34	c020e980
c0310580	bee89100
422bfe20	bfd1c8c0
c0377f40	c0b5b050
420ab23e	be67c200
3f085400	c0db45f0
42140e6e	c062a960
400cb9e0	c102bea0
41d25408	be9f1b00
c0b03c80	40101900
41adae18	c050f8a0
c0508260	40fb28b0
41cdc3d0	c10a6700
c08e9a10	bfbce480
41b39580	c13c6ca8
3e814400	40349640
41cee0e4	c0506680
40a1d360	40072d40
41a0aab8	c0054ec0
c0b2ef10	bf280380
41b5fbcc	c0b266e0
c1211e68	bf85c1c0
41971aa4	c0d2c1a0
3fbcb2c0	c0d1de80
41be1f7c	c0fb97c0
bf8d3040	4101f230
41453018	c0297000
402b89c0	c0947c80
41ac8e38	4061ed00
3da98400	40609500
41aa8f4c	c10ab8b8
c09a8100	3d0a4000
41aff3b0	3fc36c00
41050878	3f026300
4190a0f0	c0f77bb0
40502560	c0e7e550
4195d4cc	c0b60cb0
bfead380	c00c93a0
4185f1d0	c0c72700
3fe19d40	c0b4a7f0
41b9edd4	c0b52d40
c0ef91d0	bfe92240
416788a8	3f29f200
3f8e61c0	40f5f310
412f4640	c0949160
c0aa5920	403bd3e0
41521ce8	c04add60
be2d1600	bdad5800
419207a4	bf327d00
c00b3480	c084d050
410599c8	c0af6690
c05bd960	40823bf0
4168edd8	c1333c98
402d6900	40044c20
418b1d68	c0300460
bf9c3e00	3f9fc740
41ab6e44	c009ab40
4086a880	3fab35c0
4188621c	c11bb708
3e4e3600	c03f47a0
41829154	c0e9b000
bf231980	c0695160
4134a6b8	c08f74e0
c02fe380	3d6d7800
410557f0	bef59200
3f875540	40ef8150
40e583a0	c07be7c0
c04da700	40970290
4150d640	c0e6adb0
c00108e0	3d9b8000
41845a10	c1076208
4014db20	c05be620
412d7de8	bfdebb80
3fe9ca80	bec1d700
41229218	c12a6d90
404b7a20	c0ef05b0
4146a0e8	bfeec340
3f3cc300	40bfc700
40d06660	bfb3f940
3bcc4000	3fcdf240
4112bbf0	c110d8f8
3f8a1680	c02476e0
41204648	c08a0fc0
40aa1160	40a2a220
41530660	c0a16270
bfeebb40	40ec4d00
415471e8	c136a308
c04856c0	c073d0c0
41642d38	c0b08cf0
409f1470	bfc7cac0
40a4c360	c12c9f10
405eab80	408f6f30
416e13d0	c123e9d0
3ef7f800	c012d740
40b3a080	3f932800
40edfa70	bec0a100
40e9d540	c1102380
bfc11e00	bdb3e800
40f84c40	c107fcf0
bd47f000	3fd36f40
40e59330	c0ab9b20
3fcae180	becceb00
419e3440	4042e5c0
4013a520	409e8090
41650f78	c08d3f70
bf9e66c0	bf7d0180
41936be0	c11d48d8
40268600	bf52d780
40b9e910	c0c6b0c0
bede8c00	c09fd730
41231040	beeb9600
3ffe72c0	3fe97440
4147b290	bf39dc80
c08de6e0	c0a0e970
4151f070	c13eee80
3f8bdf40	406f4ce0
405a10c0	c1404188
401aad20	bfc3fd00
40cf8a90	40253240
401a77a0	408196f0
41622a90	c0b50e20
bff301c0	c0db9010
412d9e80	bfb39d00
c030cc40	bfff8500
416d05f8	4049f580
c0848f30	c0c2c2e0
4060ec80	c0c86f10
408d2a30	3f892600
417ca380	c0899d60
40b789d0	40ad56b0
40838a70	c08bf620
c0075220	c095c680
417e7ba0	3df7f800
40893fe0	3fc31280
40d56270	c12d8410
bf5f2b80	40deba30
3f43f480	c03cd640
40c11b20	3f2f8980
40cfca40	3eef4800
40afa8f0	be0a8000
40609300	c01410c0
3ff35880	406a9520
41413d88	be339a00
c0335200	c09fcaa0
40f01e30	c1713588
407fb520	3def1800
40954170	c08ae180
400fe5c0	400d2ba0
41136fc8	c0aacaf0
bef9f200	40036780
40d416a0	3fac18c0
401f70a0	c07b78a0
4095d8c0	c09b37b0
3fc7c480	c02b6f20
41292c28	3ec29400
bf943100	40328120
41342c00	c0f086b0
40a101d0	c0ce5440
413e1450	c0197f00
40c8f3a0	c0291700
4124d170	c0b6a680
40647d00	3eda0300
41196ee0	bffc65c0
bff26b80	3fc2f200
404a2820	c0c13670
c053b620	3fa8a980
4093fd90	bf079300
be02c000	bda8cc00
411b7d58	c0947130
c051b520	408b2f90
40969c90	c0ac8af0
4028bb20	c01a4ae0
412c85b0	c07f2320
bff74940	40135440
3fa3ac80	bfaf0600
c0413140	40231480
400ad9a0	c027ea00
407fd340	3f646c80
415fbb48	c00bc760
bf9b0d80	3fb246c0
40697660	c084e2e0
c0b2a6c0	4035ca00
413eab90	be5c1200
c0d737e0	bfcdf9c0
40bbbbe0	40c8eec0
c022d300	bfb18300
40a1c800	3d9f0400
3f833140	bfc43840
408d00d0	3f924880
40c17510	c0f63730
412b01d8	c12c8300
c0517a40	c001bbc0
40a2eae0	c0b43930
40559a00	4097a720
408b4260	c0fe89b0
c0d76180	c0905a10
41085ba8	c11ab660
3f9a6a80	3d7ae000
40d17190	c03d24e0
c0df76e0	40978d80
bfd6c600	c0d55ea0
3fdc6500	3ec4fc00
40899530	bf6cd800
3fb93480	c08474a0
40909940	3e099400
3fb64a40	c00fe840
40c6bf40	bf943840
4057ed80	c04a98a0
4136b2c8	c0f07840
40aabab0	c03f03c0
402714a0	c0483340
3f9d74c0	402fee00
4130d170	bffab6c0
40a41cc0	bf37b300
c0291b20	3d6a5800
bfcd9180	3fff68c0
40f94f60	c0c48600
4007c780	c001fc60
408ad700	c10c2c48
40528540	3f492d80
40092de0	c0c63dd0
c019f9e0	3f947880
40e6ec70	c0923a20
c0908370	beb3a400
40ae7800	c14c80b0
c0987330	c0845cb0
40863ca0	c0923680
40dcbfb0	c06a8a20
4111e288	c0d2f190
40a30300	409b2df0
bfd68440	c0e64720
3f70cc80	c02097c0
40ba20f0	c0189e60
c09661c0	4051c8c0
40f50e10	c0a89f20
bf876000	40acac20
bf9c6b00	c0a1ac80
3fef9180	c0ae7080
41039880	c0b24de0
bb2d8000	3e21e600
c07baf40	c08c10f0
be0aca00	c0beb600
4090cbd0	c0cf8c60
c06ad980	c03dbb80
c09396f0	c1262690
c0e367f0	c093b500
40a1a7b0	4095ca70
bf3a5800	c0897600
4046e780	c08ddad0
c0571780	bfb2ca40
40494ba0	c07a3840
408ab1f0	4021b560
bf9ecf00	c1054c30
40bda9b0	40c46110
40af7b30	c09b5eb0
c09731b0	c13a1210
40dc8fd0	c04e6f40
c0641ea0	c10779b8
40e9d6b0	c0511560
c0542cc0	bfb95940
40c7b760	c0e12950
404c2920	bfc1e300
40b10350	c070dea0
c0caf650	40227b40
4020bb40	bf5acb80
bf42dc00	3db26c00
403d0b80	40c090a0
4008b260	3fd53940
40464ee0	c0f29c60
c0e51740	40a10d40
3e7b4400	bf737780
40ab2900	403ead80
40c164c0	bec0e500
3fe22240	c08ce780
40dbc500	c0984a60
40a98ed0	bf2db180
c0094680	c04f13e0
c033d6e0	3ff1d040
404e7be0	c0bd25c0
be22ee00	40fc27c0
4061c1c0	3f7f1280
c00ab800	405c6fa0
407de6a0	c0c45f50
c08b2d80	405122c0
bfc2d980	c1297008
c0951cc0	3f333d00
c075c100	c14ba5c8
3fb8c300	3fcefe40
40ed1df0	c057aea0
c1173928	4041ef00
40237320	c11bb378
bec68a00	400d9ac0
40726360	3fdcb6c0
409d5300	c0649f40
40354ee0	bfcb9a00
bebe1800	40520a20
40b52a50	c0e1f850
c0583580	bfa60ec0
3ecee300	c0870560
3e347a00	bf4b2080
40860550	c09b2380
40c610f0	bf15d900
40b62f10	c08bafd0
3faead40	4026e520
40595560	3ee14d00
3f4fa700	bf077e00
c033a000	c0a571a0
c09c8830	40a6b220
40a39000	c0351900
bf904200	c01cae00
3ea9d800	c0607a00
bfefba80	c07a9300
40c7b300	c1231630
c0874b40	bd223800
40926d20	c0b365a0
3e291e00	401cb7a0
40971d80	3fd97980
c0bbd4c0	40a14e00
40b79190	c0c36400
bf8dd580	408dc880
4125f200	bf427380
bf27dd00	40c8bb40
bfc5de00	c10ca490
c005f1a0	3f120d00
40154440	404ed720
bfd66d40	bfbe3e80
bfa81240	c0a8e6c0
c0987880	405678c0
3e4e8800	c02c3600
bfa28300	c0a744b0
408d9ba0	c03b9ca0
40b63160	3e277c00
40b8a9d0	c0a5dbb0
bf8a5800	c019e8e0
401d6ba0	404fd440
3f60bf80	3ffc8980
40e4e310	c099f510
40065aa0	4029a140
c094c840	3f880880
c088bf30	c00e2820
401845c0	c05b8500
3f214e00	3f2c9080
4110e258	c0802740
bfd90800	40a414b0
40900a80	c0bf4e60
c09fb6e0	3fff0a40
401e7120	c08c96a0
40e6f250	404898e0
400f4160	c068ddc0
c024e0a0	c08203e0
bf86ea00	c0b051f0
c07954c0	40098440
403cfc00	c123b980
bf1a0400	40adccb0
41115588	bffff980
3fb649c0	bff6bf40
c0a2b7f0	bfa6fb40
3ef5d600	c0c84a30
3f8eac00	c0dfa500
3fff2180	40baa8c0
40b51ac0	40414d80
c085c170	3faa1900
40c1c2a0	c0282760
bfeb0240	403a2c40
bf5d4600	c08d8fb0
40581860	3fb89d40
3f08b280	c0828c20
be0d5800	40dfcf20
402dc440	3f238880
409f4af0	c07cd980
40281120	c0b04590
c0cc16b0	3edf9c00
41172878	c0fa0ce0
bf02ec80	bfcc4f80
4103cd78	c09a5ad0
40af95a0	407bc540
407148e0	c0f762d0
3fa1eb80	407ad7a0
4113a860	c0369880
c0a90c50	c00c32c0
402cefe0	c0c58040
3fffb440	bfebad40
3f620d00	bf2dd400
befccf00	bfd3a400
4022cfc0	c02db360
c0b97460	bfc0de40
40161760	c070b4c0
c06360e0	401b81c0
3e811500	c04d7d80
409b5e10	40b55530
40f3cf40	3e6e5400
c1107690	c03643c0
bf8e97c0	3f030600
3fcc7580	bfbd8780
3fa14240	40bd1400
3fa09ec0	3eab0600
be036000	c098eea0
c05f8fa0	bf91b740
bfa18e40	bf702780
404b1b40	c0f4bfe0
c03c26a0	c129b4d0
3fc60280	c013e360
3fb356c0	c0c50f80
bfbf2a40	bf20a500
4122cc78	bf344900
c0640dc0	40b63020
40d5d0e0	c10639b8
3f033f00	c055dc40
c0c051a0	3fd8cd80
40548ee0	bfb4ec00
3f32ed00	c0113a80
bfd60980	bffe8f80
4088b3c0	3fcdc6c0
40543620	bfb3d940
408551e0	c03ea200
c0f18830	c045c3e0
4104f878	c0881100
410132c0	409798c0
408963e0	c0eecc10
